;sourceId;referenceTime;elementId;value;unit;timeOffset
183;SN12680:0;2015-07-03 00:00:00+00:00;mean(air_temperature P1D);19,9;degC;PT0H
184;SN12680:0;2015-07-04 00:00:00+00:00;mean(air_temperature P1D);21,2;degC;PT0H
185;SN12680:0;2015-07-05 00:00:00+00:00;mean(air_temperature P1D);21,8;degC;PT0H
186;SN12680:0;2015-07-06 00:00:00+00:00;mean(air_temperature P1D);15,6;degC;PT0H
187;SN12680:0;2015-07-07 00:00:00+00:00;mean(air_temperature P1D);14,7;degC;PT0H
188;SN12680:0;2015-07-08 00:00:00+00:00;mean(air_temperature P1D);11,7;degC;PT0H
189;SN12680:0;2015-07-09 00:00:00+00:00;mean(air_temperature P1D);12,7;degC;PT0H
190;SN12680:0;2015-07-10 00:00:00+00:00;mean(air_temperature P1D);13,0;degC;PT0H
191;SN12680:0;2015-07-11 00:00:00+00:00;mean(air_temperature P1D);14,5;degC;PT0H
192;SN12680:0;2015-07-12 00:00:00+00:00;mean(air_temperature P1D);15,9;degC;PT0H
193;SN12680:0;2015-07-13 00:00:00+00:00;mean(air_temperature P1D);15,7;degC;PT0H
194;SN12680:0;2015-07-14 00:00:00+00:00;mean(air_temperature P1D);13,9;degC;PT0H
195;SN12680:0;2015-07-15 00:00:00+00:00;mean(air_temperature P1D);13,6;degC;PT0H
196;SN12680:0;2015-07-16 00:00:00+00:00;mean(air_temperature P1D);11,3;degC;PT0H
197;SN12680:0;2015-07-17 00:00:00+00:00;mean(air_temperature P1D);13,3;degC;PT0H
198;SN12680:0;2015-07-18 00:00:00+00:00;mean(air_temperature P1D);13,2;degC;PT0H
199;SN12680:0;2015-07-19 00:00:00+00:00;mean(air_temperature P1D);15,5;degC;PT0H
200;SN12680:0;2015-07-20 00:00:00+00:00;mean(air_temperature P1D);15,8;degC;PT0H
201;SN12680:0;2015-07-21 00:00:00+00:00;mean(air_temperature P1D);12,0;degC;PT0H
202;SN12680:0;2015-07-22 00:00:00+00:00;mean(air_temperature P1D);15,2;degC;PT0H
203;SN12680:0;2015-07-23 00:00:00+00:00;mean(air_temperature P1D);13,1;degC;PT0H
204;SN12680:0;2015-07-24 00:00:00+00:00;mean(air_temperature P1D);12,5;degC;PT0H
205;SN12680:0;2015-07-25 00:00:00+00:00;mean(air_temperature P1D);12,4;degC;PT0H
206;SN12680:0;2015-07-26 00:00:00+00:00;mean(air_temperature P1D);10,8;degC;PT0H
207;SN12680:0;2015-07-27 00:00:00+00:00;mean(air_temperature P1D);13,4;degC;PT0H
208;SN12680:0;2015-07-28 00:00:00+00:00;mean(air_temperature P1D);12,9;degC;PT0H
209;SN12680:0;2015-07-29 00:00:00+00:00;mean(air_temperature P1D);13,5;degC;PT0H
210;SN12680:0;2015-07-30 00:00:00+00:00;mean(air_temperature P1D);15,2;degC;PT0H
211;SN12680:0;2015-07-31 00:00:00+00:00;mean(air_temperature P1D);12,8;degC;PT0H
212;SN12680:0;2015-08-01 00:00:00+00:00;mean(air_temperature P1D);12,8;degC;PT0H
213;SN12680:0;2015-08-02 00:00:00+00:00;mean(air_temperature P1D);12,1;degC;PT0H
214;SN12680:0;2015-08-03 00:00:00+00:00;mean(air_temperature P1D);11,3;degC;PT0H
215;SN12680:0;2015-08-04 00:00:00+00:00;mean(air_temperature P1D);11,1;degC;PT0H
216;SN12680:0;2015-08-05 00:00:00+00:00;mean(air_temperature P1D);14,6;degC;PT0H
217;SN12680:0;2015-08-06 00:00:00+00:00;mean(air_temperature P1D);15,7;degC;PT0H
218;SN12680:0;2015-08-07 00:00:00+00:00;mean(air_temperature P1D);15,9;degC;PT0H
219;SN12680:0;2015-08-08 00:00:00+00:00;mean(air_temperature P1D);16,1;degC;PT0H
220;SN12680:0;2015-08-09 00:00:00+00:00;mean(air_temperature P1D);14,1;degC;PT0H
221;SN12680:0;2015-08-10 00:00:00+00:00;mean(air_temperature P1D);15,5;degC;PT0H
222;SN12680:0;2015-08-11 00:00:00+00:00;mean(air_temperature P1D);15,1;degC;PT0H
223;SN12680:0;2015-08-12 00:00:00+00:00;mean(air_temperature P1D);13,5;degC;PT0H
224;SN12680:0;2015-08-13 00:00:00+00:00;mean(air_temperature P1D);14,1;degC;PT0H
225;SN12680:0;2015-08-14 00:00:00+00:00;mean(air_temperature P1D);15,3;degC;PT0H
226;SN12680:0;2015-08-15 00:00:00+00:00;mean(air_temperature P1D);15,4;degC;PT0H
227;SN12680:0;2015-08-16 00:00:00+00:00;mean(air_temperature P1D);15,4;degC;PT0H
228;SN12680:0;2015-08-17 00:00:00+00:00;mean(air_temperature P1D);15,7;degC;PT0H
229;SN12680:0;2015-08-18 00:00:00+00:00;mean(air_temperature P1D);13,9;degC;PT0H
230;SN12680:0;2015-08-19 00:00:00+00:00;mean(air_temperature P1D);14,9;degC;PT0H
231;SN12680:0;2015-08-20 00:00:00+00:00;mean(air_temperature P1D);15,2;degC;PT0H
232;SN12680:0;2015-08-21 00:00:00+00:00;mean(air_temperature P1D);15,2;degC;PT0H
233;SN12680:0;2015-08-22 00:00:00+00:00;mean(air_temperature P1D);15,0;degC;PT0H
234;SN12680:0;2015-08-23 00:00:00+00:00;mean(air_temperature P1D);15,6;degC;PT0H
235;SN12680:0;2015-08-24 00:00:00+00:00;mean(air_temperature P1D);14,8;degC;PT0H
236;SN12680:0;2015-08-25 00:00:00+00:00;mean(air_temperature P1D);15,2;degC;PT0H
237;SN12680:0;2015-08-26 00:00:00+00:00;mean(air_temperature P1D);15,6;degC;PT0H
238;SN12680:0;2015-08-27 00:00:00+00:00;mean(air_temperature P1D);14,4;degC;PT0H
239;SN12680:0;2015-08-28 00:00:00+00:00;mean(air_temperature P1D);13,2;degC;PT0H
240;SN12680:0;2015-08-29 00:00:00+00:00;mean(air_temperature P1D);12,9;degC;PT0H
241;SN12680:0;2015-08-30 00:00:00+00:00;mean(air_temperature P1D);12,9;degC;PT0H
242;SN12680:0;2015-08-31 00:00:00+00:00;mean(air_temperature P1D);12,2;degC;PT0H
243;SN12680:0;2015-09-01 00:00:00+00:00;mean(air_temperature P1D);13,2;degC;PT0H
244;SN12680:0;2015-09-02 00:00:00+00:00;mean(air_temperature P1D);10,3;degC;PT0H
245;SN12680:0;2015-09-03 00:00:00+00:00;mean(air_temperature P1D);10,7;degC;PT0H
246;SN12680:0;2015-09-04 00:00:00+00:00;mean(air_temperature P1D);11,5;degC;PT0H
247;SN12680:0;2015-09-05 00:00:00+00:00;mean(air_temperature P1D);10,8;degC;PT0H
248;SN12680:0;2015-09-06 00:00:00+00:00;mean(air_temperature P1D);10,0;degC;PT0H
249;SN12680:0;2015-09-07 00:00:00+00:00;mean(air_temperature P1D);10,2;degC;PT0H
250;SN12680:0;2015-09-08 00:00:00+00:00;mean(air_temperature P1D);13,5;degC;PT0H
251;SN12680:0;2015-09-09 00:00:00+00:00;mean(air_temperature P1D);11,9;degC;PT0H
252;SN12680:0;2015-09-10 00:00:00+00:00;mean(air_temperature P1D);12,1;degC;PT0H
253;SN12680:0;2015-09-11 00:00:00+00:00;mean(air_temperature P1D);11,1;degC;PT0H
254;SN12680:0;2015-09-12 00:00:00+00:00;mean(air_temperature P1D);11,1;degC;PT0H
255;SN12680:0;2015-09-13 00:00:00+00:00;mean(air_temperature P1D);12,5;degC;PT0H
256;SN12680:0;2015-09-14 00:00:00+00:00;mean(air_temperature P1D);12,9;degC;PT0H
257;SN12680:0;2015-09-15 00:00:00+00:00;mean(air_temperature P1D);11,9;degC;PT0H
258;SN12680:0;2015-09-16 00:00:00+00:00;mean(air_temperature P1D);9,8;degC;PT0H
259;SN12680:0;2015-09-17 00:00:00+00:00;mean(air_temperature P1D);11,6;degC;PT0H
260;SN12680:0;2015-09-18 00:00:00+00:00;mean(air_temperature P1D);12,8;degC;PT0H
261;SN12680:0;2015-09-19 00:00:00+00:00;mean(air_temperature P1D);9,7;degC;PT0H
262;SN12680:0;2015-09-20 00:00:00+00:00;mean(air_temperature P1D);8,7;degC;PT0H
263;SN12680:0;2015-09-21 00:00:00+00:00;mean(air_temperature P1D);9,2;degC;PT0H
264;SN12680:0;2015-09-22 00:00:00+00:00;mean(air_temperature P1D);9,4;degC;PT0H
265;SN12680:0;2015-09-23 00:00:00+00:00;mean(air_temperature P1D);11,6;degC;PT0H
266;SN12680:0;2015-09-24 00:00:00+00:00;mean(air_temperature P1D);11,5;degC;PT0H
267;SN12680:0;2015-09-25 00:00:00+00:00;mean(air_temperature P1D);9,6;degC;PT0H
268;SN12680:0;2015-09-26 00:00:00+00:00;mean(air_temperature P1D);7,2;degC;PT0H
269;SN12680:0;2015-09-27 00:00:00+00:00;mean(air_temperature P1D);8,8;degC;PT0H
270;SN12680:0;2015-09-28 00:00:00+00:00;mean(air_temperature P1D);7,4;degC;PT0H
271;SN12680:0;2015-09-29 00:00:00+00:00;mean(air_temperature P1D);7,0;degC;PT0H
272;SN12680:0;2015-09-30 00:00:00+00:00;mean(air_temperature P1D);8,1;degC;PT0H
273;SN12680:0;2015-10-01 00:00:00+00:00;mean(air_temperature P1D);10,8;degC;PT0H
274;SN12680:0;2015-10-02 00:00:00+00:00;mean(air_temperature P1D);12,8;degC;PT0H
275;SN12680:0;2015-10-03 00:00:00+00:00;mean(air_temperature P1D);6,5;degC;PT0H
276;SN12680:0;2015-10-04 00:00:00+00:00;mean(air_temperature P1D);6,2;degC;PT0H
277;SN12680:0;2015-10-05 00:00:00+00:00;mean(air_temperature P1D);8,0;degC;PT0H
278;SN12680:0;2015-10-06 00:00:00+00:00;mean(air_temperature P1D);6,5;degC;PT0H
279;SN12680:0;2015-10-07 00:00:00+00:00;mean(air_temperature P1D);6,0;degC;PT0H
280;SN12680:0;2015-10-08 00:00:00+00:00;mean(air_temperature P1D);5,3;degC;PT0H
281;SN12680:0;2015-10-09 00:00:00+00:00;mean(air_temperature P1D);5,5;degC;PT0H
282;SN12680:0;2015-10-10 00:00:00+00:00;mean(air_temperature P1D);6,5;degC;PT0H
283;SN12680:0;2015-10-11 00:00:00+00:00;mean(air_temperature P1D);6,1;degC;PT0H
284;SN12680:0;2015-10-12 00:00:00+00:00;mean(air_temperature P1D);6,7;degC;PT0H
285;SN12680:0;2015-10-13 00:00:00+00:00;mean(air_temperature P1D);5,1;degC;PT0H
286;SN12680:0;2015-10-14 00:00:00+00:00;mean(air_temperature P1D);2,3;degC;PT0H
287;SN12680:0;2015-10-15 00:00:00+00:00;mean(air_temperature P1D);0,9;degC;PT0H
288;SN12680:0;2015-10-16 00:00:00+00:00;mean(air_temperature P1D);1,5;degC;PT0H
289;SN12680:0;2015-10-17 00:00:00+00:00;mean(air_temperature P1D);2,0;degC;PT0H
290;SN12680:0;2015-10-18 00:00:00+00:00;mean(air_temperature P1D);3,0;degC;PT0H
291;SN12680:0;2015-10-19 00:00:00+00:00;mean(air_temperature P1D);2,3;degC;PT0H
292;SN12680:0;2015-10-20 00:00:00+00:00;mean(air_temperature P1D);2,5;degC;PT0H
293;SN12680:0;2015-10-21 00:00:00+00:00;mean(air_temperature P1D);4,7;degC;PT0H
294;SN12680:0;2015-10-22 00:00:00+00:00;mean(air_temperature P1D);8,6;degC;PT0H
295;SN12680:0;2015-10-23 00:00:00+00:00;mean(air_temperature P1D);7,6;degC;PT0H
296;SN12680:0;2015-10-24 00:00:00+00:00;mean(air_temperature P1D);5,6;degC;PT0H
297;SN12680:0;2015-10-25 00:00:00+00:00;mean(air_temperature P1D);6,6;degC;PT0H
298;SN12680:0;2015-10-26 00:00:00+00:00;mean(air_temperature P1D);2,7;degC;PT0H
299;SN12680:0;2015-10-27 00:00:00+00:00;mean(air_temperature P1D);3,5;degC;PT0H
300;SN12680:0;2015-10-28 00:00:00+00:00;mean(air_temperature P1D);4,8;degC;PT0H
301;SN12680:0;2015-10-29 00:00:00+00:00;mean(air_temperature P1D);3,6;degC;PT0H
302;SN12680:0;2015-10-30 00:00:00+00:00;mean(air_temperature P1D);4,7;degC;PT0H
303;SN12680:0;2015-10-31 00:00:00+00:00;mean(air_temperature P1D);7,3;degC;PT0H
304;SN12680:0;2015-11-01 00:00:00+00:00;mean(air_temperature P1D);7,0;degC;PT0H
305;SN12680:0;2015-11-02 00:00:00+00:00;mean(air_temperature P1D);8,0;degC;PT0H
306;SN12680:0;2015-11-03 00:00:00+00:00;mean(air_temperature P1D);3,9;degC;PT0H
307;SN12680:0;2015-11-04 00:00:00+00:00;mean(air_temperature P1D);3,1;degC;PT0H
308;SN12680:0;2015-11-05 00:00:00+00:00;mean(air_temperature P1D);2,0;degC;PT0H
309;SN12680:0;2015-11-06 00:00:00+00:00;mean(air_temperature P1D);4,5;degC;PT0H
310;SN12680:0;2015-11-07 00:00:00+00:00;mean(air_temperature P1D);6,9;degC;PT0H
311;SN12680:0;2015-11-08 00:00:00+00:00;mean(air_temperature P1D);4,4;degC;PT0H
312;SN12680:0;2015-11-09 00:00:00+00:00;mean(air_temperature P1D);5,1;degC;PT0H
313;SN12680:0;2015-11-10 00:00:00+00:00;mean(air_temperature P1D);1,0;degC;PT0H
314;SN12680:0;2015-11-11 00:00:00+00:00;mean(air_temperature P1D);-0,4;degC;PT0H
315;SN12680:0;2015-11-12 00:00:00+00:00;mean(air_temperature P1D);-0,3;degC;PT0H
316;SN12680:0;2015-11-13 00:00:00+00:00;mean(air_temperature P1D);0,7;degC;PT0H
317;SN12680:0;2015-11-14 00:00:00+00:00;mean(air_temperature P1D);0,5;degC;PT0H
318;SN12680:0;2015-11-15 00:00:00+00:00;mean(air_temperature P1D);-0,3;degC;PT0H
319;SN12680:0;2015-11-16 00:00:00+00:00;mean(air_temperature P1D);-0,6;degC;PT0H
320;SN12680:0;2015-11-17 00:00:00+00:00;mean(air_temperature P1D);-1,3;degC;PT0H
321;SN12680:0;2015-11-18 00:00:00+00:00;mean(air_temperature P1D);-1,9;degC;PT0H
322;SN12680:0;2015-11-19 00:00:00+00:00;mean(air_temperature P1D);-4,6;degC;PT0H
323;SN12680:0;2015-11-20 00:00:00+00:00;mean(air_temperature P1D);-7,7;degC;PT0H
324;SN12680:0;2015-11-21 00:00:00+00:00;mean(air_temperature P1D);-8,2;degC;PT0H
325;SN12680:0;2015-11-22 00:00:00+00:00;mean(air_temperature P1D);-8,7;degC;PT0H
326;SN12680:0;2015-11-23 00:00:00+00:00;mean(air_temperature P1D);-5,6;degC;PT0H
327;SN12680:0;2015-11-24 00:00:00+00:00;mean(air_temperature P1D);-2,4;degC;PT0H
328;SN12680:0;2015-11-25 00:00:00+00:00;mean(air_temperature P1D);-1,5;degC;PT0H
329;SN12680:0;2015-11-26 00:00:00+00:00;mean(air_temperature P1D);-3,6;degC;PT0H
330;SN12680:0;2015-11-27 00:00:00+00:00;mean(air_temperature P1D);5,2;degC;PT0H
331;SN12680:0;2015-11-28 00:00:00+00:00;mean(air_temperature P1D);2,4;degC;PT0H
332;SN12680:0;2015-11-29 00:00:00+00:00;mean(air_temperature P1D);-0,1;degC;PT0H
333;SN12680:0;2015-11-30 00:00:00+00:00;mean(air_temperature P1D);-5,4;degC;PT0H
334;SN12680:0;2015-12-01 00:00:00+00:00;mean(air_temperature P1D);-5,8;degC;PT0H
335;SN12680:0;2015-12-02 00:00:00+00:00;mean(air_temperature P1D);-1,8;degC;PT0H
336;SN12680:0;2015-12-03 00:00:00+00:00;mean(air_temperature P1D);-3,8;degC;PT0H
337;SN12680:0;2015-12-04 00:00:00+00:00;mean(air_temperature P1D);-3,2;degC;PT0H
338;SN12680:0;2015-12-05 00:00:00+00:00;mean(air_temperature P1D);5,0;degC;PT0H
339;SN12680:0;2015-12-06 00:00:00+00:00;mean(air_temperature P1D);4,6;degC;PT0H
340;SN12680:0;2015-12-07 00:00:00+00:00;mean(air_temperature P1D);-0,5;degC;PT0H
341;SN12680:0;2015-12-08 00:00:00+00:00;mean(air_temperature P1D);-0,9;degC;PT0H
342;SN12680:0;2015-12-09 00:00:00+00:00;mean(air_temperature P1D);3,5;degC;PT0H
343;SN12680:0;2015-12-10 00:00:00+00:00;mean(air_temperature P1D);5,1;degC;PT0H
344;SN12680:0;2015-12-11 00:00:00+00:00;mean(air_temperature P1D);-0,7;degC;PT0H
345;SN12680:0;2015-12-12 00:00:00+00:00;mean(air_temperature P1D);-4,3;degC;PT0H
346;SN12680:0;2015-12-13 00:00:00+00:00;mean(air_temperature P1D);-6,8;degC;PT0H
347;SN12680:0;2015-12-14 00:00:00+00:00;mean(air_temperature P1D);-9,5;degC;PT0H
348;SN12680:0;2015-12-15 00:00:00+00:00;mean(air_temperature P1D);-10,3;degC;PT0H
349;SN12680:0;2015-12-16 00:00:00+00:00;mean(air_temperature P1D);-10,9;degC;PT0H
350;SN12680:0;2015-12-17 00:00:00+00:00;mean(air_temperature P1D);-6,0;degC;PT0H
351;SN12680:0;2015-12-18 00:00:00+00:00;mean(air_temperature P1D);-0,8;degC;PT0H
352;SN12680:0;2015-12-19 00:00:00+00:00;mean(air_temperature P1D);-0,6;degC;PT0H
353;SN12680:0;2015-12-20 00:00:00+00:00;mean(air_temperature P1D);5,6;degC;PT0H
354;SN12680:0;2015-12-21 00:00:00+00:00;mean(air_temperature P1D);5,1;degC;PT0H
355;SN12680:0;2015-12-22 00:00:00+00:00;mean(air_temperature P1D);0,1;degC;PT0H
356;SN12680:0;2015-12-23 00:00:00+00:00;mean(air_temperature P1D);-2,6;degC;PT0H
357;SN12680:0;2015-12-24 00:00:00+00:00;mean(air_temperature P1D);2,6;degC;PT0H
358;SN12680:0;2015-12-25 00:00:00+00:00;mean(air_temperature P1D);3,7;degC;PT0H
359;SN12680:0;2015-12-26 00:00:00+00:00;mean(air_temperature P1D);-4,3;degC;PT0H
360;SN12680:0;2015-12-27 00:00:00+00:00;mean(air_temperature P1D);-8,5;degC;PT0H
361;SN12680:0;2015-12-28 00:00:00+00:00;mean(air_temperature P1D);-7,1;degC;PT0H
362;SN12680:0;2015-12-29 00:00:00+00:00;mean(air_temperature P1D);-2,8;degC;PT0H
363;SN12680:0;2015-12-30 00:00:00+00:00;mean(air_temperature P1D);-0,2;degC;PT0H
364;SN12680:0;2015-12-31 00:00:00+00:00;mean(air_temperature P1D);-0,5;degC;PT0H
